name,country,sports,age,gender,philosophy,ambition,hero
GORLOVA Elena,RPC, Athletics,40,Female,"""Sport has been my life since childhood. I do not like to be last, and second place is last for me."" (admin-smolensk.ru, 03 Oct 2017)","To set a world record, and to compete at the 2020 Paralympic Games in Tokyo. (Athlete, 23 Oct 2019; smolnarod.ru, 10 Feb 2019)","Rock climbing coach Svetlana Zolotaryova. (Athlete, 05 Sep 2016)"
GORODETZKY Nina,Israel, Badminton,40,Female,,,"US gymnast Simone Biles, US swimmer Michael Phelps, US basketball player Kobe Bryant. (Athlete, 28 Aug 2021)"
GOUWS Liezel,South Africa, Athletics,22,Female,"""Go confidently in the direction of your dreams and live the life you've imagined. Never give up."" (Facebook profile, 06 Apr 2020)",,"US sprinter Allyson Felix. (Athlete, 16 Jul 2017)"
GOVERDHAN Palesha,Nepal, Taekwondo,18,Female,,,
GOVERNO Edmilsa,Mozambique, Athletics,23,Female,"""Time is my biggest rival."" (Athlete, 22 Aug 2021)","To win a gold medal at the Paralympic Games. (Athlete, 22 Aug 2021)","Mozambican middle distance runner Maria de Lurdes Mutola. (Athlete, 22 Aug 2021)"
GRACHAT David,Portugal, Swimming,34,Male,"""Do yourself a favour and be happy."" (comiteparalimpicoportugal.pt, 01 Jan 2013)","To compete at the 2020 Paralympic Games in Tokyo. (dn.pt, 22 Apr 2018)","US swimmer Michael Phelps. (Athlete, 13 Jul 2015)"
GRADECAK Ana,Croatia, Athletics,31,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (novska.in, 19 Aug 2019)",
GRAF Sandra,Switzerland, Cycling Road,51,Female,"""Sport is the best school of life. Nothing will work without discipline, fighting spirit, stamina or competition."" (riglobal.org, 04 May 2019)",,
GRAHAM Finlay,Great Britain, Cycling Road,21,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (ross-shirejournal.co.uk, 07 May 2021)",
GRAHAM Finlay,Great Britain, Cycling Track,21,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (ross-shirejournal.co.uk, 07 May 2021)",
GRAHAM Shae,Australia, Wheelchair Rugby,34,Female,"""Sport was a big part of my identity when I was a kid, but I had the car accident and I took that as a sign that sport wasn't meant to be. I viewed it as my retirement from sport. But when I decided to overcome my fear and try wheelchair rugby, I hopped in the chair and I loved every second of it. My competitive side was immediately awoken again, I wanted to play and win. There was this team vibe I'd been missing for years and it was amazing. But it wasn't just the sport, it was the community around the sport that made me love it as well."" (vis.org.au, 01 Apr 2021; kidsnews.com.au, 25 Apr 2021)","To compete at the 2020 Paralympic Games in Tokyo. Outside of sport, she aspires to open her own bookshop. (theinnersanctum.com.au, 29 Jul 2021; paralympic.org.au, 01 Sep 2019; womenshealth.com.au, 30 Aug 2019)","Australian sprinter Cathy Freeman. (kidsnews.com.au, 25 Apr 2021)"
GRANADOS Joymar,Colombia, Wheelchair Basketball,26,Male,"""Have a winning mentality."" (Athlete, 22 Aug 2021)","To compete at the 2020 Paralympic Games in Tokyo. (laopinion.com, 04 Aug 2021)","Colombian wheelchair basketballer Jhon Hernandez. (Athlete, 22 Aug 2021)"
GRANICHKA Andrei,RPC, Swimming,24,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (Athlete, 08 Mar 2021)",
GRANT Sylvia,Jamaica, Athletics,58,Female,"""Age is just a number."" (iriefm.net, 19 Aug 2021)","To compete at the 2020 Paralympic Games in Tokyo, which will be her eighth Paralympic Games. (iriefm.net, 19 Aug 2021)","Jamaican sprinter Usain Bolt. (Athlete, 23 Oct 2015)"
GRANT-STUART Walter,Guyana, Cycling Road,36,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (guyanatimesgy.com, 29 Apr 2021)",
GREAVES Dan,Great Britain, Athletics,38,Male,"""Quitters never win and winners never quit."" (Athlete, 13 Dec 2010)","To win a medal at the 2020 Paralympic Games in Tokyo. (bbc.co.uk, 04 Sep 2020)","German discus thrower Lars Riedel. (Athlete, 13 Dec 2010)"
GREBE Stephanie,Germany, Table Tennis,33,Female,"""Fight."" (Athlete, 15 Oct 2015)","To win a medal at the 2020 Paralympic Games in Tokyo. (brs-hamburg.de, 16 Sep 2020)",
GRECO Paige,Australia, Cycling Road,24,Female,"""You don't know what you're capable of until you're in the moment."" (paralympic.org.au, 17 Mar 2019)","To win a medal at the Paralympic Games. (paralympic.org.au, 17 Mar 2019)","Australian Para athlete Kelly Cartwright, Australian Para cyclist Felicity Johnson. (paralympic.org.au, 17 Mar 2019)"
GRECO Paige,Australia, Cycling Track,24,Female,"""You don't know what you're capable of until you're in the moment."" (paralympic.org.au, 17 Mar 2019)","To win a medal at the Paralympic Games. (paralympic.org.au, 17 Mar 2019)","Australian Para athlete Kelly Cartwright, Australian Para cyclist Felicity Johnson. (paralympic.org.au, 17 Mar 2019)"
GREEN Byron,Canada, Wheelchair Rugby,37,Male,,,
GREEN Deion,Canada, Wheelchair Basketball,31,Male,"""No pain, no gain."" (Athlete, 22 Jul 2016)","To compete at the 2020 Paralympic Games in Tokyo. (wheelchairbasketball.ca, 04 Aug 2020)","His father. (Athlete, 22 Jul 2016)"
GREENWOOD Jasmine,Australia, Swimming,16,Female,"""I like being competitive, being good at something, like particularly good."" (southcoastregister.com.au, 08 Feb 2019)","To compete at the 2020 Paralympic Games in Tokyo. (southcoastregister.com.au, 30 Nov 2020)","Australian Para swimmer Ellie Cole. (gc2018.com, 28 Feb 2018)"
GRETSCH Kendall,United States of America, Triathlon,29,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo, and to compete at the 2022 Paralympic Winter Games in Beijing. (teamusa.org, 09 Jul 2021)","US Para cross-country skier and rower Oksana Masters. (Athlete, 29 Mar 2018)"
GREWE Sam,United States of America, Athletics,23,Male,"""The only thing to fear is fear itself."" (Athlete, 28 Sep 2017)","To work in the field of prosthetic development, and to compete at the 2020 Paralympic Games in Tokyo. (teamusa.org, 01 Jan 2018; elkharttruth.com, 27 Aug 2019)","Canadian high jumper Derek Drouin, US basketball player Russell Westbrook. (Athlete, 28 Sep 2017; teamusa.org, 01 Jan 2018)"
GRIGORYEV Dmitry,RPC, Swimming,29,Male,"""Citius, altius, fortius."" (Athlete, 28 Apr 2016)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 08 Mar 2021)","Russian swimmer Alexander Popov. (Athlete, 28 Apr 2016)"
GRIMALDI Anna,New Zealand, Athletics,24,Female,"""Give 100% every time you are on the track."" (Athlete, 16 Jul 2017)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (odt.co.nz, 17 Feb 2021)","Her sister Abby. (Athlete, 06 Nov 2019)"
GRIMES Kylie,Great Britain, Wheelchair Rugby,33,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Twitter profile, 01 Jan 2019; kyliegrimes.com, 08 Mar 2019)",
GRIMES Ronan,Ireland, Cycling Road,32,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (the42.ie, 25 Feb 2020)",
GRIMES Ronan,Ireland, Cycling Track,32,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (the42.ie, 25 Feb 2020)",
GRISALES Euclides,Colombia, Boccia,31,Male,,,
GRISWOLD Robert,United States of America, Swimming,24,Male,"""Don't give up on yourself. Just because you're at a disadvantage doesn't mean you should look at yourself that way."" (app.com, 04 Aug 2015)","To win medals at the 2020 Paralympic Games in Tokyo. (kaatsublog.com, 24 Feb 2021)","US swimmer Aaron Peirsol. (Athlete, 06 Dec 2017)"
GRITSCH Alexander,Austria, Cycling Road,39,Male,"""Nobody can guarantee that you will achieve your goal, but if you give up, you definitely won't."" (rundschau.at, 18 Mar 2014)",,
GRITSENKO Vitalii,RPC, Athletics,35,Male,"""Sport gives you strength, strength gives you confidence, confidence makes you successful."" (Athlete, 12 Apr 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (Athlete, 03 Nov 2019)","Swiss wheelchair racer Marcel Hug, French biathlete Martin Fourcade. (Athlete, 23 Sep 2015)"
GRIZANTE Andre Luiz,Brazil, Cycling Road,44,Male,,,
GRIZANTE Andre Luiz,Brazil, Cycling Track,44,Male,,,
GROMOV Pavel,RPC, Canoe Sprint,44,Male,,,
GROOT Caroline,Netherlands, Cycling Track,24,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 25 Mar 2020)",
GROSS Barbara,Germany, Wheelchair Basketball,27,Female,"""Keep going."" (Athlete, 23 Aug 2021)",,
GROULX William,United States of America, Cycling Road,47,Male,"""Never quit."" (usawheelchairrugby.com, 31 Dec 2011)","To compete at the 2020 Paralympic Games in Tokyo. (ridgestoneamericas.com, 31 Dec 2018)","US wheelchair rugby player Cliff Chunn. (usawheelchairrugby.com, 31 Dec 2011)"
GRUDZIEN Piotr,Poland, Table Tennis,29,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (wmeritum.pl, 09 Feb 2017)","Swedish table tennis player Jan-Ove Waldner. (pttp.org.pl, 2016)"
GU Haiyan,People's Republic of China, Wheelchair Fencing,21,Female,"""Fencing opened a window in my life which gave me the courage to face society."" (sports.people.com.cn, 09 Oct 2018)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (sports.people.com.cn, 09 Oct 2018)",
GU Xiaodan,People's Republic of China, Table Tennis,22,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (ourjiangsu.com, 27 Feb 2021)",
GU Xiaofei,People's Republic of China, Powerlifting,32,Male,"""There are no regrets once you've paid your dues."" (gongyi.jschina.com.cn, 13 May 2019)""Success does not arise out of heroic utterances, but practical efforts."" (Athlete, 23 Aug 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (js.ifeng.com, 13 Sep 2018; Athlete, 23 Aug 2021)","Chinese powerlifter Zhang Haidong. (sina.com.cn, 05 Sep 2012)"
GUARNIERI MANARA Luiz Filipe,Brazil, Table Tennis,29,Male,"""There are a lot of factors at the Paralympic Games, based on the experience that I had at the 2016 Games in Rio de Janeiro. The first of all is to get a little luck in the draw. I believe that due to what's at stake at the Paralympic Games, it is more of an even contest. In Rio I felt that even facing stronger players, I was capable of winning."" (olimpiadatododia.com.br, 02 Dec 2020)",,
GUEDOUN Nabil,Algeria, Wheelchair Basketball,44,Male,"""Never give up."" (Athlete, 31 May 2016)",,"US wheelchair basketball player Trevon Jenifer. (Athlete, 26 Aug 2021)"
GUENICHI Yassine,Tunisia, Athletics,26,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 02 Oct 2018)",
GUENTNER Matthias,Germany, Wheelchair Basketball,22,Male,,,
GUERIOUA Samira,Algeria, Powerlifting,37,Female,,,
GUERRA Paulo,Brazil, Athletics,29,Male,,,
GUERRERO CAZARES Rosa Maria,Mexico, Athletics,36,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (elsoldemazatlan.com.mx, 19 Aug 2020)",
GUILLEN Rosbil,Peru, Athletics,29,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (depor.com, 28 Aug 2019)","Peruvian footballer Edison Flores. (Athlete, 06 Nov 2019)"
GUIRENKO Veronika,Israel, Swimming,23,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (ynet.co.il, 28 Dec 2020; frogi.co.il, 30 Jan 2017)","Israeli Para swimmer Inbal Pezaro. (frogi.co.il, 30 Jan 2017)"
GUISSO FIORESE Luiza,Brazil, Sitting Volleyball,24,Female,,,
GUISSONE Jovane,Brazil, Wheelchair Fencing,38,Male,,"To win a medal at the 2020 Paralympic Games in Tokyo. (cpb.org.br, 22 Oct 2020; paralympic.org, 11 Sep 2018)","Wheelchair fencing coach Linio Eduardo. (Athlete, 04 Sep 2016)"
GUISSOU Kouilibi Victorine,Burkina Faso, Athletics,35,Female,,,
GUITY GUITY Sherman Isidro,Costa Rica, Athletics,24,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (nacion.com, 24 May 2019)","Jamaican sprinter Usain Bolt. (Athlete, 23 Aug 2021)"
GULEM Volkan,Turkey, Wheelchair Basketball,23,Male,,,
GULER Fatma Gul,Turkey, Goalball,17,Female,,,
GUMUS Ferit,Turkey, Wheelchair Basketball,40,Male,"""Never give up."" (Athlete, 11 Aug 2016)",,
GUNAYDIN Mucahit,Turkey, Wheelchair Basketball,22,Male,,,
GUNDOGDU Ekrem,Turkey, Goalball,30,Male,,,
GUNDOGDU Fikri,Turkey, Wheelchair Basketball,36,Male,,,
GUNNARSSON Mar,Iceland, Swimming,21,Male,"""Swim faster."" (Athlete, 05 Dec 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 13 Feb 2021)","His father. (Athlete, 05 Dec 2017)"
GUO Lingling,People's Republic of China, Powerlifting,32,Female,"""A strong mentality and courage are the most important things in powerlifting."" (paralympic.org, 13 Jul 2019)","To set a world record at the 2020 Paralympic Games in Tokyo. (sohu.com, 03 Oct 2019; paralympic.org, 13 Jul 2019)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)"
GUO Xingyuan,People's Republic of China, Table Tennis,32,Male,"""Never give up!"" (Athlete, 26 Oct 2016)","To win gold at the 2021 National Games for Persons with Disabilities in Shaanxi Province, People's Republic of China. (rosenews.net, 02 Sep 2019)",
GURBULAK Ozgur,Turkey, Wheelchair Basketball,40,Male,"""Never give up."" (Athlete, 28 Jul 2016)",,"Turkish wheelchair basketball player Ali Asker Turan. (Athlete, 28 Jul 2016)"
GURDAL Gamze,Turkey, Taekwondo,26,Female,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 03 Jun 2021)",
GUREEVA Tatiana,RPC, Badminton,30,Female,,,
GURISATTI Gyula,Hungary, Shooting,55,Male,,"To reach the final of the SH1 10m air pistol, mixed 25m pistol and mixed 50m pistol events at the 2020 Paralympic Games in Tokyo. (duol.hu, 21 Aug 2021)","His father. (Athlete, 08 Feb 2012)"
GURJAR Sundar Singh,India, Athletics,25,Male,"""Dream big, work hard."" (Facebook profile, 09 Oct 2019)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (rediff.com, 30 Jul 2020; espn.in, 25 Mar 2020)",
GUSTAFSSON Hakan,Sweden, Shooting,41,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 28 Jun 2020)",
GUSTIN Bonnie Bunyau,Malaysia, Powerlifting,22,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (paralympic.org, 15 Aug 2019)","Italian motorcycle racer Valentino Rossi, Iranian Para powerlifter Siamand Rahman. (paralympic.org, 15 Aug 2019)"
GUTIERREZ BERMUDEZ Juan Jose,Mexico, Swimming,20,Male,"""The one that is defeated is the one who gives up."" (Athlete, 04 Dec 2017)","To compete at the 2020 Paralympic Games in Tokyo. (gob.mx, 13 Nov 2020)",
GUTIERREZ BERMUDEZ Raul,Mexico, Swimming,21,Male,"""Fight for your dreams and never give up."" (Athlete, 04 Dec 2017)",,"Cuban Para swimmer Lorenzo Perez Escalona. (Athlete, 04 Dec 2017)"
GUTIERREZ LEON Pedro,Spain, Football 5-a-side,35,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (efe.com, 12 Jun 2018)",
GUTNIK Mikhail,RPC, Boccia,37,Male,,"To win a gold medal at the Paralympic Games. (kalininnews.ru, 13 Jan 2020)",
GYELTSHEN Gyeltshen,Bhutan, Athletics,28,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (Face of Sports in Media Facebook page, 19 Aug 2019)","Iraqi Para athlete Ahmed Naas. (Athlete, 06 Nov 2019)"
HAASE Camila,Costa Rica, Swimming,21,Female,"""A sport must be practised with love and passion, and not as an obligation."" (Athlete, 03 Dec 2017)","To compete at the 2020 Paralympic Games in Tokyo. (academiadenatacionlosdelfines.com, 16 Mar 2018)",
HABSCH Roger,Belgium, Athletics,42,Male,"""To learn, one must make mistakes but be aware of one's mistakes and what they can generate."" (lavalee.jimdo.com, 2010)","To compete at the 2020 Paralympic Games in Tokyo. (vivreici.be, 23 Nov 2019)",
HABSCHEID Tom,Luxembourg, Athletics,35,Male,"""Never give up."" (Athlete, 23 Aug 2021)","To compete at the 2020 Paralympic Games in Tokyo. (Luxemburger Wort, 09 Sep 2019)","British ski jumper Eddie 'The Eagle' Edwards. (Athlete, 19 Nov 2019)"
HADIMI Ayoub,Morocco, Football 5-a-side,22,Male,,,
HAEHNLEIN Stefan,Germany, Sitting Volleyball,31,Male,,"To compete at the 2020 Paralympic Games in Tokyo. (adecco.de, 14 May 2021)",
HAENEN Chantal,Netherlands, Cycling Road,24,Female,"""When I do something, I want to do it right. That was the case when I was little. I want to do it right, not do half the job."" (devereniginglimburg.nl, 22 Apr 2019)","To compete at the 2024 Paralympic Games in Paris. (cyclingdrenthe.nl, 09 Sep 2019)",
HAENEN Gitte,Belgium, Athletics,35,Female,"""When life punches, punch back harder."" (Athlete, 16 Jul 2017)","To win a medal at the 2020 Paralympic Games in Tokyo. (hln.be, 28 Dec 2020)","Belgian wheelchair racer Peter Genyn, Belgian heptathlete Nafissatou Thiam, Belgian boxer Delfine Persoon. (Athlete, 19 Aug 2018)"
HAEUSLER Nicole,Switzerland, Shooting,42,Female,"""Don't dream your life, live your dream."" (swissparalympic.ch, 15 Feb 2021)","To compete at the 2020 Paralympic Games in Tokyo. (sporthilfe.ch, 2016)",
HAGA Masayuki,Japan, Wheelchair Rugby,36,Male,,"To win gold at the 2020 Paralympic Games in Tokyo. (chiba-jonetsu-athlete.com, 24 Sep 2018)","Japanese wheelchair rugby player Shinichi Shimakawa. (Athlete, 04 Sep 2016)"
HAGINO Mayo,Japan, Wheelchair Basketball,28,Female,,"To win a medal at the 2020 Paralympic Games in Tokyo. (pref.miyagi.jp, 01 Apr 2021)",
HAGIWARA Norika,Japan, Goalball,20,Female,"""I will do my best in order not to leave any regrets."" (Twitter profile, 05 Jul 2021)","To win gold at the 2020 Paralympic Games in Tokyo. (Goalball Channel JAPAN YouTube channel, 10 Aug 2021)","Russian goalball player Irina Arestova. (Goalball Japan national team channel YouTube channel, 14 Sep 2020)"
HAHN Sophie,Great Britain, Athletics,24,Female,"""Go hard or go home."" (bbc.co.uk, 31 Dec 2013)","To compete at the 2020 and 2024 Paralympic Games. (mirror.co.uk, 22 Mar 2019)","British Para athletes Jonnie Peacock, Hannah Cockroft and Richard Whitehead, British heptathlete Jessica Ennis-Hill. (paralympic.org, 22 Mar 2015; bbc.co.uk, 31 Dec 2013)"
